Fecha;TCC;TCV;TCPP;Compra oficial;Venta oficial;
21-jun-12;6,8500;6,9601;6,8884;6,86;6,96;
22-jun-12;6,9102;6,9648;6,9361;6,86;6,96;
23-jun-12;6,8698;6,9674;6,9181;6,86;6,96;
24-jun-12;6,8512;6,9620;6,8767;6,86;6,96;
25-jun-12;6,9086;6,9627;6,9340;6,86;6,96;
26-jun-12;6,9231;6,9622;6,9409;6,86;6,96;
27-jun-12;6,9281;6,9617;6,9462;6,86;6,96;
28-jun-12;6,9087;6,9619;6,9305;6,86;6,96;
29-jun-12;6,9102;6,9593;6,9361;6,86;6,96;
30-jun-12;6,8676;6,9674;6,9262;6,86;6,96;
1-jul-12;6,8521;6,9652;6,8799;6,86;6,96;
2-jul-12;6,8861;6,9566;6,9215;6,86;6,96;
3-jul-12;6,9175;6,9615;6,9415;6,86;6,96;
4-jul-12;6,9110;6,9619;6,9414;6,86;6,96;
5-jul-12;6,9012;6,9641;6,9409;6,86;6,96;
6-jul-12;6,9122;6,9627;6,9398;6,86;6,96;
7-jul-12;6,8805;6,9680;6,9242;6,86;6,96;
8-jul-12;6,8511;6,9677;6,8967;6,86;6,96;
9-jul-12;6,9315;6,9626;6,9437;6,86;6,96;
10-jul-12;6,9068;6,9622;6,9425;6,86;6,96;
11-jul-12;6,8926;6,9617;6,9387;6,86;6,96;
12-jul-12;6,9009;6,9638;6,9398;6,86;6,96;
13-jul-12;6,9146;6,9626;6,9400;6,86;6,96;
14-jul-12;6,8630;6,9649;6,9234;6,86;6,96;
15-jul-12;6,8510;6,9672;6,8901;6,86;6,96;
16-jul-12;6,8822;6,9647;6,9374;6,86;6,96;
17-jul-12;6,9119;6,9617;6,9429;6,86;6,96;
18-jul-12;6,9118;6,9605;6,9402;6,86;6,96;
19-jul-12;6,9324;6,9622;6,9467;6,86;6,96;
20-jul-12;6,9117;6,9622;6,9450;6,86;6,96;
21-jul-12;6,9012;6,9685;6,9350;6,86;6,96;
22-jul-12;6,8519;6,9651;6,8878;6,86;6,96;
23-jul-12;6,9199;6,9613;6,9444;6,86;6,96;
24-jul-12;6,9243;6,9637;6,9437;6,86;6,96;
25-jul-12;6,9168;6,9602;6,9409;6,86;6,96;
26-jul-12;6,9161;6,9613;6,9378;6,86;6,96;
27-jul-12;6,9137;6,9605;6,9433;6,86;6,96;
28-jul-12;6,8906;6,9688;6,9306;6,86;6,96;
29-jul-12;6,8512;6,9668;6,8914;6,86;6,96;
30-jul-12;6,9163;6,9614;6,9416;6,86;6,96;
31-jul-12;6,9176;6,9627;6,9432;6,86;6,96;
1-ago-12;6,9369;6,9608;6,9482;6,86;6,96;
2-ago-12;6,9130;6,9649;6,9449;6,86;6,96;
3-ago-12;6,9254;6,9607;6,9432;6,86;6,96;
4-ago-12;6,8772;6,9685;6,9267;6,86;6,96;
5-ago-12;6,8516;6,9680;6,8991;6,86;6,96;
6-ago-12;6,8501;6,9588;6,8840;6,86;6,96;
7-ago-12;6,9112;6,9619;6,9473;6,86;6,96;
8-ago-12;6,9261;6,9627;6,9441;6,86;6,96;
9-ago-12;6,9197;6,9598;6,9424;6,86;6,96;
10-ago-12;6,9192;6,9629;6,9426;6,86;6,96;
11-ago-12;6,8824;6,9679;6,9276;6,86;6,96;
12-ago-12;6,8516;6,9669;6,8904;6,86;6,96;
13-ago-12;6,9053;6,9628;6,9370;6,86;6,96;
14-ago-12;6,9194;6,9594;6,9423;6,86;6,96;
15-ago-12;6,9294;6,9597;6,9437;6,86;6,96;
16-ago-12;6,9361;6,9612;6,9477;6,86;6,96;
17-ago-12;6,9207;6,9606;6,9439;6,86;6,96;
18-ago-12;6,8849;6,9688;6,9306;6,86;6,96;
19-ago-12;6,8509;6,9669;6,8905;6,86;6,96;
20-ago-12;6,9098;6,9565;6,9346;6,86;6,96;
21-ago-12;6,9202;6,9591;6,9396;6,86;6,96;
22-ago-12;6,8909;6,9632;6,9381;6,86;6,96;
23-ago-12;6,9084;6,9624;6,9454;6,86;6,96;
24-ago-12;6,9097;6,9605;6,9478;6,86;6,96;
25-ago-12;6,8837;6,9676;6,9235;6,86;6,96;
26-ago-12;6,8510;6,9642;6,8733;6,86;6,96;
27-ago-12;6,9140;6,9614;6,9403;6,86;6,96;
28-ago-12;6,9117;6,9605;6,9486;6,86;6,96;
29-ago-12;6,9298;6,9622;6,9471;6,86;6,96;
30-ago-12;6,9136;6,9627;6,9374;6,86;6,96;
31-ago-12;6,9106;6,9618;6,9419;6,86;6,96;
1-sep-12;6,8572;6,9690;6,9278;6,86;6,96;
2-sep-12;6,8516;6,9658;6,8920;6,86;6,96;
3-sep-12;6,8952;6,9625;6,9398;6,86;6,96;
4-sep-12;6,9062;6,9642;6,9448;6,86;6,96;
5-sep-12;6,9365;6,9631;6,9491;6,86;6,96;
6-sep-12;6,9089;6,9623;6,9476;6,86;6,96;
7-sep-12;6,9214;6,9660;6,9443;6,86;6,96;
8-sep-12;6,8863;6,9691;6,9290;6,86;6,96;
9-sep-12;6,8517;6,9642;6,8832;6,86;6,96;
10-sep-12;6,9042;6,9596;6,9423;6,86;6,96;
11-sep-12;6,9388;6,9620;6,9477;6,86;6,96;
12-sep-12;6,9174;6,9623;6,9505;6,86;6,96;
13-sep-12;6,8982;6,9628;6,9327;6,86;6,96;
14-sep-12;6,9204;6,9621;6,9399;6,86;6,96;
15-sep-12;6,8885;6,9683;6,9296;6,86;6,96;
16-sep-12;6,8510;6,9491;6,8749;6,86;6,96;
17-sep-12;6,9052;6,9630;6,9394;6,86;6,96;
18-sep-12;6,9221;6,9606;6,9438;6,86;6,96;
19-sep-12;6,9171;6,9615;6,9402;6,86;6,96;
20-sep-12;6,9144;6,9624;6,9382;6,86;6,96;
21-sep-12;6,9085;6,9626;6,9493;6,86;6,96;
22-sep-12;6,8862;6,9691;6,9315;6,86;6,96;
23-sep-12;6,8512;6,9651;6,8824;6,86;6,96;
24-sep-12;6,9308;6,9617;6,9496;6,86;6,96;
25-sep-12;6,9171;6,9623;6,9440;6,86;6,96;
26-sep-12;6,9209;6,9606;6,9455;6,86;6,96;
27-sep-12;6,9121;6,9576;6,9404;6,86;6,96;
28-sep-12;6,8970;6,9614;6,9459;6,86;6,96;
29-sep-12;6,8858;6,9596;6,9282;6,86;6,96;
30-sep-12;6,8507;6,9659;6,8881;6,86;6,96;
1-oct-12;6,9025;6,9643;6,9367;6,86;6,96;
2-oct-12;6,9204;6,9625;6,9458;6,86;6,96;
3-oct-12;6,9070;6,9614;6,9417;6,86;6,96;
4-oct-12;6,9010;6,9633;6,9305;6,86;6,96;
5-oct-12;6,9315;6,9616;6,9465;6,86;6,96;
6-oct-12;6,8822;6,9364;6,9102;6,86;6,96;
7-oct-12;6,8505;6,9634;6,8906;6,86;6,96;
8-oct-12;6,8974;6,9636;6,9343;6,86;6,96;
9-oct-12;6,9232;6,9631;6,9461;6,86;6,96;
10-oct-12;6,9115;6,9628;6,9433;6,86;6,96;
11-oct-12;6,9295;6,9578;6,9462;6,86;6,96;
12-oct-12;6,9283;6,9611;6,9515;6,86;6,96;
13-oct-12;6,8811;6,9655;6,9222;6,86;6,96;
14-oct-12;6,8514;6,9627;6,8730;6,86;6,96;
15-oct-12;6,9009;6,9661;6,9573;6,86;6,96;
16-oct-12;6,9312;6,9655;6,9574;6,86;6,96;
17-oct-12;6,9392;6,9651;6,9563;6,86;6,96;
18-oct-12;6,9436;6,9625;6,9523;6,86;6,96;
19-oct-12;6,9444;6,9624;6,9545;6,86;6,96;
20-oct-12;6,8982;6,9612;6,9313;6,86;6,96;
21-oct-12;6,8508;6,9620;6,8737;6,86;6,96;
22-oct-12;6,9219;6,9636;6,9451;6,86;6,96;
23-oct-12;6,9129;6,9633;6,9446;6,86;6,96;
24-oct-12;6,9373;6,9631;6,9475;6,86;6,96;
25-oct-12;6,9380;6,9566;6,9499;6,86;6,96;
26-oct-12;6,9252;6,9635;6,9470;6,86;6,96;
27-oct-12;6,8899;6,9674;6,9263;6,86;6,96;
28-oct-12;6,8510;6,9613;6,8843;6,86;6,96;
29-oct-12;6,9205;6,9652;6,9456;6,86;6,96;
30-oct-12;6,9359;6,9622;6,9558;6,86;6,96;
31-oct-12;6,8988;6,9626;6,9356;6,86;6,96;
1-nov-12;6,9217;6,9647;6,9477;6,86;6,96;
2-nov-12;6,8501;6,9530;6,8750;6,86;6,96;
3-nov-12;6,8918;6,9689;6,9337;6,86;6,96;
4-nov-12;6,8514;6,9664;6,8792;6,86;6,96;
5-nov-12;6,9272;6,9634;6,9450;6,86;6,96;
6-nov-12;6,9137;6,9641;6,9460;6,86;6,96;
7-nov-12;6,9318;6,9668;6,9462;6,86;6,96;
8-nov-12;6,9149;6,9637;6,9487;6,86;6,96;
9-nov-12;6,9152;6,9651;6,9450;6,86;6,96;
10-nov-12;6,8732;6,9678;6,9309;6,86;6,96;
11-nov-12;6,8514;6,9681;6,8850;6,86;6,96;
12-nov-12;6,9265;6,9668;6,9463;6,86;6,96;
13-nov-12;6,9347;6,9636;6,9478;6,86;6,96;
14-nov-12;6,9318;6,9628;6,9484;6,86;6,96;
15-nov-12;6,9206;6,9650;6,9448;6,86;6,96;
16-nov-12;6,9069;6,9661;6,9412;6,86;6,96;
17-nov-12;6,8915;6,9688;6,9367;6,86;6,96;
18-nov-12;6,8532;6,9678;6,8760;6,86;6,96;
19-nov-12;6,9309;6,9649;6,9497;6,86;6,96;
20-nov-12;6,9237;6,9623;6,9480;6,86;6,96;
21-nov-12;6,8500;6,9629;6,9113;6,86;6,96;
22-nov-12;6,9288;6,9618;6,9470;6,86;6,96;
23-nov-12;6,9302;6,9654;6,9500;6,86;6,96;
24-nov-12;6,8939;6,9678;6,9286;6,86;6,96;
25-nov-12;6,8506;6,9643;6,8714;6,86;6,96;
26-nov-12;6,9300;6,9630;6,9473;6,86;6,96;
27-nov-12;6,9375;6,9642;6,9515;6,86;6,96;
28-nov-12;6,9330;6,9624;6,9497;6,86;6,96;
29-nov-12;6,9324;6,9620;6,9482;6,86;6,96;
30-nov-12;6,9196;6,9635;6,9452;6,86;6,96;
1-dic-12;6,9001;6,9686;6,9330;6,86;6,96;
2-dic-12;6,8510;6,9663;6,8946;6,86;6,96;
3-dic-12;6,9315;6,9641;6,9484;6,86;6,96;
4-dic-12;6,9433;6,9621;6,9541;6,86;6,96;
5-dic-12;6,9166;6,9609;6,9466;6,86;6,96;
6-dic-12;6,8751;6,9682;6,9289;6,86;6,96;
7-dic-12;6,8745;6,9664;6,9305;6,86;6,96;
8-dic-12;6,8573;6,9590;6,9154;6,86;6,96;
9-dic-12;6,8524;6,9645;6,9064;6,86;6,96;
10-dic-12;6,8776;6,9678;6,9289;6,86;6,96;
11-dic-12;6,8930;6,9688;6,9225;6,86;6,96;
12-dic-12;6,9006;6,9676;6,9305;6,86;6,96;
13-dic-12;6,8748;6,9695;6,9127;6,86;6,96;
14-dic-12;6,9041;6,9674;6,9406;6,86;6,96;
15-dic-12;6,8581;6,9661;6,9169;6,86;6,96;
16-dic-12;6,8515;6,9669;6,8918;6,86;6,96;
17-dic-12;6,8909;6,9680;6,9301;6,86;6,96;
18-dic-12;6,9072;6,9690;6,9393;6,86;6,96;
19-dic-12;6,9010;6,9693;6,9439;6,86;6,96;
20-dic-12;6,8979;6,9691;6,9464;6,86;6,96;
21-dic-12;6,9176;6,9689;6,9441;6,86;6,96;
22-dic-12;6,8752;6,9688;6,9186;6,86;6,96;
23-dic-12;6,8505;6,9673;6,8914;6,86;6,96;
24-dic-12;6,8979;6,9683;6,9385;6,86;6,96;
25-dic-12;6,8502;6,9700;6,8793;6,86;6,96;
26-dic-12;6,9073;6,9665;6,9360;6,86;6,96;
27-dic-12;6,9149;6,9696;6,9559;6,86;6,96;
28-dic-12;6,8860;6,9690;6,9379;6,86;6,96;
29-dic-12;6,8642;6,9671;6,9283;6,86;6,96;
30-dic-12;6,8511;6,9699;6,9488;6,86;6,96;
31-dic-12;6,8860;6,9694;6,9440;6,86;6,96;
1-ene-13;6,8500;6,9693;6,9049;6,86;6,96;
2-ene-13;6,8807;6,9630;6,9361;6,86;6,96;
3-ene-13;6,9010;6,9652;6,9470;6,86;6,96;
4-ene-13;6,9307;6,9681;6,9465;6,86;6,96;
5-ene-13;6,8637;6,9697;6,9289;6,86;6,96;
6-ene-13;6,8514;6,9664;6,9040;6,86;6,96;
7-ene-13;6,8785;6,9675;6,9442;6,86;6,96;
8-ene-13;6,9182;6,9684;6,9458;6,86;6,96;
9-ene-13;6,9045;6,9648;6,9412;6,86;6,96;
10-ene-13;6,9020;6,9611;6,9429;6,86;6,96;
11-ene-13;6,9493;6,9683;6,9548;6,86;6,96;
12-ene-13;6,8635;6,9692;6,9284;6,86;6,96;
13-ene-13;6,8514;6,9696;6,9009;6,86;6,96;
14-ene-13;6,8932;6,9650;6,9366;6,86;6,96;
15-ene-13;6,9024;6,9681;6,9342;6,86;6,96;
16-ene-13;6,9170;6,9670;6,9399;6,86;6,96;
17-ene-13;6,9173;6,9652;6,9399;6,86;6,96;
18-ene-13;6,9056;6,9659;6,9309;6,86;6,96;
19-ene-13;6,8615;6,9695;6,9332;6,86;6,96;
20-ene-13;6,8546;6,9696;6,8912;6,86;6,96;
21-ene-13;6,8752;6,9654;6,9352;6,86;6,96;
22-ene-13;6,8500;6,9690;6,9076;6,86;6,96;
23-ene-13;6,8987;6,9675;6,9285;6,86;6,96;
24-ene-13;6,8925;6,9667;6,9356;6,86;6,96;
25-ene-13;6,9091;6,9691;6,9457;6,86;6,96;
26-ene-13;6,8715;6,9696;6,9261;6,86;6,96;
27-ene-13;6,8516;6,9686;6,8861;6,86;6,96;
28-ene-13;6,9056;6,9661;6,9369;6,86;6,96;
29-ene-13;6,8793;6,9648;6,9402;6,86;6,96;
30-ene-13;6,9020;6,9666;6,9296;6,86;6,96;
31-ene-13;6,8793;6,9675;6,9349;6,86;6,96;
1-feb-13;6,8830;6,9678;6,9366;6,86;6,96;
2-feb-13;6,8613;6,9694;6,9243;6,86;6,96;
3-feb-13;6,8512;6,9681;6,8788;6,86;6,96;
4-feb-13;6,9099;6,9684;6,9334;6,86;6,96;
5-feb-13;6,9039;6,9671;6,9359;6,86;6,96;
6-feb-13;6,8842;6,9687;6,9393;6,86;6,96;
7-feb-13;6,9006;6,9674;6,9258;6,86;6,96;
8-feb-13;6,9233;6,9681;6,9373;6,86;6,96;
9-feb-13;6,8656;6,9697;6,9182;6,86;6,96;
10-feb-13;6,8527;6,9644;6,8840;6,86;6,96;
11-feb-13;6,8505;6,9690;6,9451;6,86;6,96;
12-feb-13;6,8500;6,9627;6,8898;6,86;6,96;
13-feb-13;6,9101;6,9649;6,9348;6,86;6,96;
14-feb-13;6,8771;6,9627;6,9220;6,86;6,96;
15-feb-13;6,8842;6,9669;6,9343;6,86;6,96;
16-feb-13;6,8551;6,9697;6,9187;6,86;6,96;
17-feb-13;6,8518;6,9683;6,8949;6,86;6,96;
18-feb-13;6,8829;6,9619;6,9284;6,86;6,96;
19-feb-13;6,8828;6,9645;6,9293;6,86;6,96;
20-feb-13;6,9092;6,9645;6,9328;6,86;6,96;
21-feb-13;6,8855;6,9671;6,9340;6,86;6,96;
22-feb-13;6,9070;6,9636;6,9385;6,86;6,96;
23-feb-13;6,8562;6,9697;6,9195;6,86;6,96;
24-feb-13;6,8514;6,9640;6,8882;6,86;6,96;
25-feb-13;6,8978;6,9656;6,9395;6,86;6,96;
26-feb-13;6,9009;6,9684;6,9340;6,86;6,96;
27-feb-13;6,8882;6,9687;6,9351;6,86;6,96;
28-feb-13;6,8857;6,9669;6,9373;6,86;6,96;
1-mar-13;6,9001;6,9686;6,9350;6,86;6,96;
2-mar-13;6,8651;6,9698;6,9258;6,86;6,96;
3-mar-13;6,8515;6,9687;6,8962;6,86;6,96;
4-mar-13;6,8879;6,9696;6,9079;6,86;6,96;
5-mar-13;6,8876;6,9579;6,9265;6,86;6,96;
6-mar-13;6,9120;6,9667;6,9391;6,86;6,96;
7-mar-13;6,9086;6,9681;6,9422;6,86;6,96;
8-mar-13;6,8833;6,9639;6,9373;6,86;6,96;
9-mar-13;6,8594;6,9697;6,9236;6,86;6,96;
10-mar-13;6,8521;6,9700;6,8998;6,86;6,96;
11-mar-13;6,9104;6,9645;6,9370;6,86;6,96;
12-mar-13;6,9034;6,9674;6,9292;6,86;6,96;
13-mar-13;6,8888;6,9691;6,9340;6,86;6,96;
14-mar-13;6,8801;6,9696;6,9288;6,86;6,96;
15-mar-13;6,8997;6,9674;6,9375;6,86;6,96;
16-mar-13;6,8703;6,9698;6,9221;6,86;6,96;
17-mar-13;6,8520;6,9691;6,8922;6,86;6,96;
18-mar-13;6,8751;6,9684;6,9202;6,86;6,96;
19-mar-13;6,8777;6,9690;6,9277;6,86;6,96;
20-mar-13;6,9022;6,9687;6,9405;6,86;6,96;
21-mar-13;6,8978;6,9696;6,9415;6,86;6,96;
22-mar-13;6,8990;6,9668;6,9343;6,86;6,96;
23-mar-13;6,8584;6,9698;6,9173;6,86;6,96;
24-mar-13;6,8512;6,9688;6,8869;6,86;6,96;
25-mar-13;6,8965;6,9694;6,9361;6,86;6,96;
26-mar-13;6,9033;6,9692;6,9395;6,86;6,96;
27-mar-13;6,8918;6,9667;6,9324;6,86;6,96;
28-mar-13;6,8852;6,9693;6,9288;6,86;6,96;
29-mar-13;6,8503;6,9694;6,9345;6,86;6,96;
30-mar-13;6,8538;6,9698;6,9330;6,86;6,96;
31-mar-13;6,8509;6,9692;6,8937;6,86;6,96;
1-abr-13;6,9110;6,9680;6,9407;6,86;6,96;
2-abr-13;6,8887;6,9682;6,9402;6,86;6,96;
3-abr-13;6,9346;6,9698;6,9549;6,86;6,96;
4-abr-13;6,8866;6,9696;6,9311;6,86;6,96;
5-abr-13;6,8883;6,9663;6,9405;6,86;6,96;
6-abr-13;6,8622;6,9689;6,9238;6,86;6,96;
7-abr-13;6,8524;6,9686;6,9009;6,86;6,96;
8-abr-13;6,8984;6,9687;6,9406;6,86;6,96;
9-abr-13;6,8854;6,9685;6,9388;6,86;6,96;
10-abr-13;6,9073;6,9660;6,9430;6,86;6,96;
11-abr-13;6,9008;6,9673;6,9515;6,86;6,96;
12-abr-13;6,8838;6,9677;6,9297;6,86;6,96;
13-abr-13;6,8579;6,9696;6,9218;6,86;6,96;
14-abr-13;6,8523;6,9685;6,8951;6,86;6,96;
15-abr-13;6,8870;6,9688;6,9338;6,86;6,96;
16-abr-13;6,8818;6,9684;6,9349;6,86;6,96;
17-abr-13;6,8945;6,9689;6,9347;6,86;6,96;
18-abr-13;6,8927;6,9678;6,9397;6,86;6,96;
19-abr-13;6,9053;6,9672;6,9361;6,86;6,96;
20-abr-13;6,8639;6,9694;6,9204;6,86;6,96;
21-abr-13;6,8520;6,9683;6,8888;6,86;6,96;
22-abr-13;6,8772;6,9688;6,9224;6,86;6,96;
23-abr-13;6,9448;6,9681;6,9513;6,86;6,96;
24-abr-13;6,9014;6,9667;6,9254;6,86;6,96;
25-abr-13;6,9152;6,9669;6,9479;6,86;6,96;
26-abr-13;6,8820;6,9669;6,9241;6,86;6,96;
27-abr-13;6,8543;6,9697;6,9251;6,86;6,96;
28-abr-13;6,8522;6,9694;6,8999;6,86;6,96;
29-abr-13;6,8798;6,9655;6,9196;6,86;6,96;
30-abr-13;6,8753;6,9691;6,9273;6,86;6,96;
1-may-13;6,8500;6,9698;6,8708;6,86;6,96;
2-may-13;6,8969;6,9695;6,9330;6,86;6,96;
3-may-13;6,8969;6,9689;6,9385;6,86;6,96;
4-may-13;6,8553;6,9688;6,9234;6,86;6,96;
5-may-13;6,8510;6,9683;6,8966;6,86;6,96;
6-may-13;6,8927;6,9692;6,9265;6,86;6,96;
7-may-13;6,8963;6,9688;6,9355;6,86;6,96;
8-may-13;6,8737;6,9680;6,9185;6,86;6,96;
9-may-13;6,9214;6,9692;6,9355;6,86;6,96;
10-may-13;6,8884;6,9678;6,9402;6,86;6,96;
11-may-13;6,8609;6,9691;6,9215;6,86;6,96;
12-may-13;6,8506;6,9672;6,8729;6,86;6,96;
13-may-13;6,8806;6,9698;6,9278;6,86;6,96;
14-may-13;6,8974;6,9678;6,9266;6,86;6,96;
15-may-13;6,8763;6,9668;6,9335;6,86;6,96;
16-may-13;6,8859;6,9682;6,9379;6,86;6,96;
17-may-13;6,8815;6,9671;6,9344;6,86;6,96;
18-may-13;6,8675;6,9689;6,9251;6,86;6,96;
19-may-13;6,8506;6,9671;6,8966;6,86;6,96;
20-may-13;6,8747;6,9693;6,9273;6,86;6,96;
21-may-13;6,8854;6,9673;6,9322;6,86;6,96;
22-may-13;6,8924;6,9677;6,9342;6,86;6,96;
23-may-13;6,8793;6,9691;6,9323;6,86;6,96;
24-may-13;6,8844;6,9667;6,9381;6,86;6,96;
25-may-13;6,8547;6,9678;6,9196;6,86;6,96;
26-may-13;6,8505;6,9692;6,8924;6,86;6,96;
27-may-13;6,8775;6,9687;6,9317;6,86;6,96;
28-may-13;6,9109;6,9667;6,9460;6,86;6,96;
29-may-13;6,9161;6,9655;6,9426;6,86;6,96;
30-may-13;6,8500;6,9653;6,9070;6,86;6,96;
31-may-13;6,8856;6,9684;6,9407;6,86;6,96;
1-jun-13;6,8621;6,9696;6,9233;6,86;6,96;
2-jun-13;6,8502;6,9697;6,8833;6,86;6,96;
3-jun-13;6,8892;6,9696;6,9381;6,86;6,96;
4-jun-13;6,8983;6,9682;6,9302;6,86;6,96;
5-jun-13;6,9194;6,9691;6,9424;6,86;6,96;
6-jun-13;6,8947;6,9693;6,9326;6,86;6,96;
7-jun-13;6,9042;6,9682;6,9326;6,86;6,96;
8-jun-13;6,8575;6,9697;6,9268;6,86;6,96;
9-jun-13;6,8504;6,9694;6,8890;6,86;6,96;
10-jun-13;6,8835;6,9671;6,9294;6,86;6,96;
11-jun-13;6,8978;6,9673;6,9269;6,86;6,96;
12-jun-13;6,9075;6,9681;6,9256;6,86;6,96;
13-jun-13;6,9146;6,9652;6,9538;6,86;6,96;
14-jun-13;6,8864;6,9688;6,9290;6,86;6,96;
15-jun-13;6,8579;6,9680;6,9285;6,86;6,96;
16-jun-13;6,8509;6,9672;6,8916;6,86;6,96;
17-jun-13;6,8901;6,9683;6,9298;6,86;6,96;
18-jun-13;6,9106;6,9696;6,9382;6,86;6,96;
19-jun-13;6,8936;6,9679;6,9461;6,86;6,96;
20-jun-13;6,8761;6,9689;6,9365;6,86;6,96;
21-jun-13;6,8551;6,9673;6,8723;6,86;6,96;
22-jun-13;6,8575;6,9695;6,9246;6,86;6,96;
23-jun-13;6,8505;6,9678;6,8893;6,86;6,96;
24-jun-13;6,8863;6,9672;6,9345;6,86;6,96;
25-jun-13;6,8997;6,9677;6,9450;6,86;6,96;
26-jun-13;6,9261;6,9691;6,9419;6,86;6,96;
27-jun-13;6,8955;6,9681;6,9403;6,86;6,96;
28-jun-13;6,8704;6,9684;6,9339;6,86;6,96;
29-jun-13;6,8506;6,9697;6,8887;6,86;6,96;
30-jun-13;6,8504;6,9680;6,8944;6,86;6,96;
1-jul-13;6,8907;6,9689;6,9334;6,86;6,96;
2-jul-13;6,8917;6,9692;6,9342;6,86;6,96;
3-jul-13;6,9086;6,9691;6,9491;6,86;6,96;
4-jul-13;6,8665;6,9677;6,9267;6,86;6,96;
5-jul-13;6,9087;6,9696;6,9267;6,86;6,96;
6-jul-13;6,8632;6,9698;6,9268;6,86;6,96;
7-jul-13;6,8504;6,9688;6,8878;6,86;6,96;
8-jul-13;6,8961;6,9651;6,9319;6,86;6,96;
9-jul-13;6,8828;6,9685;6,9421;6,86;6,96;
10-jul-13;6,9172;6,9683;6,9444;6,86;6,96;
11-jul-13;6,9228;6,9685;6,9422;6,86;6,96;
12-jul-13;6,8821;6,9690;6,9361;6,86;6,96;
13-jul-13;6,8686;6,9692;6,9254;6,86;6,96;
14-jul-13;6,8507;6,9682;6,8949;6,86;6,96;
15-jul-13;6,8972;6,9671;6,9302;6,86;6,96;
16-jul-13;6,9062;6,9682;6,9367;6,86;6,96;
17-jul-13;6,9010;6,9643;6,9248;6,86;6,96;
18-jul-13;6,9309;6,9677;6,9487;6,86;6,96;
19-jul-13;6,8731;6,9687;6,9361;6,86;6,96;
20-jul-13;6,8566;6,9692;6,9217;6,86;6,96;
21-jul-13;6,8511;6,9675;6,8978;6,86;6,96;
22-jul-13;6,8917;6,9687;6,9338;6,86;6,96;
23-jul-13;6,8967;6,9671;6,9357;6,86;6,96;
24-jul-13;6,9091;6,9661;6,9317;6,86;6,96;
25-jul-13;6,9034;6,9671;6,9208;6,86;6,96;
26-jul-13;6,8827;6,9677;6,9175;6,86;6,96;
27-jul-13;6,8600;6,9694;6,9239;6,86;6,96;
28-jul-13;6,8506;6,9659;6,8867;6,86;6,96;
29-jul-13;6,8631;6,9684;6,8909;6,86;6,96;
30-jul-13;6,8855;6,9684;6,9360;6,86;6,96;
31-jul-13;6,9005;6,9661;6,9309;6,86;6,96;
1-ago-13;6,8724;6,9689;6,9332;6,86;6,96;
2-ago-13;6,8840;6,9688;6,9368;6,86;6,96;
3-ago-13;6,8554;6,9691;6,9249;6,86;6,96;
4-ago-13;6,8507;6,9696;6,8977;6,86;6,96;
5-ago-13;6,8845;6,9685;6,9320;6,86;6,96;
6-ago-13;6,8500;6,9675;6,8815;6,86;6,96;
7-ago-13;6,8947;6,9671;6,9467;6,86;6,96;
8-ago-13;6,8883;6,9687;6,9395;6,86;6,96;
9-ago-13;6,8949;6,9665;6,9297;6,86;6,96;
10-ago-13;6,8549;6,9688;6,9261;6,86;6,96;
11-ago-13;6,8506;6,9698;6,8986;6,86;6,96;
12-ago-13;6,9177;6,9670;6,9377;6,86;6,96;
13-ago-13;6,8866;6,9666;6,9283;6,86;6,96;
14-ago-13;6,8780;6,9669;6,9202;6,86;6,96;
15-ago-13;6,8820;6,9670;6,9352;6,86;6,96;
16-ago-13;6,8857;6,9683;6,9352;6,86;6,96;
17-ago-13;6,8603;6,9694;6,9252;6,86;6,96;
18-ago-13;6,8508;6,9684;6,8909;6,86;6,96;
19-ago-13;6,9004;6,9678;6,9392;6,86;6,96;
20-ago-13;6,8805;6,9679;6,9408;6,86;6,96;
21-ago-13;6,8768;6,9657;6,9332;6,86;6,96;
22-ago-13;6,9235;6,9694;6,9441;6,86;6,96;
23-ago-13;6,8994;6,9687;6,9438;6,86;6,96;
24-ago-13;6,8736;6,9697;6,9223;6,86;6,96;
25-ago-13;6,8510;6,9691;6,8836;6,86;6,96;
26-ago-13;6,9091;6,9682;6,9439;6,86;6,96;
27-ago-13;6,8772;6,9685;6,9359;6,86;6,96;
28-ago-13;6,8940;6,9673;6,9368;6,86;6,96;
29-ago-13;6,8945;6,9695;6,9379;6,86;6,96;
30-ago-13;6,8982;6,9678;6,9322;6,86;6,96;
31-ago-13;6,8586;6,9699;6,9320;6,86;6,96;
1-sep-13;6,8514;6,9658;6,8821;6,86;6,96;
2-sep-13;6,8708;6,9687;6,9338;6,86;6,96;
3-sep-13;6,8747;6,9644;6,9341;6,86;6,96;
4-sep-13;6,8945;6,9671;6,9467;6,86;6,96;
5-sep-13;6,8923;6,9680;6,9353;6,86;6,96;
6-sep-13;6,9100;6,9677;6,9407;6,86;6,96;
7-sep-13;6,8617;6,9697;6,9220;6,86;6,96;
8-sep-13;6,8512;6,9696;6,8983;6,86;6,96;
9-sep-13;6,8965;6,9688;6,9352;6,86;6,96;
10-sep-13;6,8961;6,9690;6,9359;6,86;6,96;
11-sep-13;6,9079;6,9591;6,9370;6,86;6,96;
12-sep-13;6,8727;6,9666;6,9520;6,86;6,96;
13-sep-13;6,8905;6,9679;6,9385;6,86;6,96;
14-sep-13;6,8600;6,9693;6,9232;6,86;6,96;
